Finished;Country;Region_UN;Region_Sub_UN;Q_Language;Gender;Age;Country;WorldIs;Identitiy
1;India;Asia;Southern Asia;NA;Male;22-26;India;Full of opportunities;Global (I am a citizen of the world)
1;France;Europe;Western Europe;EN;Female;27-30;France;Full of struggles;Global (I am a citizen of the world)
1;Nigeria;Africa;Western Africa;EN;Female;31-35;Nigeria;Full of struggles;Other
1;Canada;Americas;Northern America;EN;Female;27-30;Canada;Full of struggles;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;EN;Female;22-26;India;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;United States;Americas;Northern America;EN;Male;31-35;United States;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;India;Asia;Southern Asia;EN;Male;22-26;India;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;France;Europe;Western Europe;EN;Female;27-30;France;Full of opportunities;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;EN;Male;22-26;India;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;New Zealand;Oceania;Australia and New Zealand;EN;Female;22-26;New Zealand;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Poland;Europe;Eastern Europe;EN;Male;27-30;Poland;Full of opportunities;Other
1;New Zealand;Oceania;Australia and New Zealand;EN;Male;18-21;South Africa;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Philippines;Asia;South-Eastern Asia;EN;Male;22-26;Philippines;Full of opportunities;Other
1;India;Asia;Southern Asia;EN;Female;22-26;India;Full of opportunities;Global (I am a citizen of the world)
1;Cyprus;Asia;Western Asia;EN;Female;31-35;Cyprus;Full of opportunities;None
1;Austria;Europe;Western Europe;EN;Female;22-26;Austria;Full of opportunities;Global (I am a citizen of the world)
1;Cyprus;Asia;Western Asia;EN;Female;22-26;Cyprus;Full of opportunities;Global (I am a citizen of the world)
1;Cyprus;Asia;Western Asia;EN;Female;22-26;Cyprus;Full of opportunities;Global (I am a citizen of the world)
1;Cyprus;Asia;Western Asia;EN;Female;31-35;Cyprus;Full of opportunities;Region (I am European / I am Asian)
1;Pakistan;Asia;Southern Asia;EN;Female;27-30;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Croatia;Europe;Southern Europe;EN;Female;27-30;Croatia;Full of opportunities;Region (I am European / I am Asian)
1;Nigeria;Africa;Western Africa;EN;Male;31-35;Nigeria;Full of opportunities;Global (I am a citizen of the world)
1;Kenya;Africa;Eastern Africa;EN;Female;22-26;Kenya;Full of opportunities;Other
1;Croatia;Europe;Southern Europe;EN;Female;31-35;Croatia;Full of opportunities;Region (I am European / I am Asian)
1;China;Asia;Eastern Asia;EN;Male;22-26;China;Full of opportunities;Global (I am a citizen of the world)
1;Croatia;Europe;Southern Europe;EN;Female;27-30;Croatia;Full of opportunities;Region (I am European / I am Asian)
1;Cyprus;Asia;Western Asia;EN;Male;31-35;Cyprus;Full of struggles;None
1;Croatia;Europe;Southern Europe;EN;Female;22-26;Croatia;Full of opportunities;Global (I am a citizen of the world)
1;Croatia;Europe;Southern Europe;EN;Female;27-30;Croatia;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Canada;Americas;Northern America;EN;Male;27-30;Canada;Full of opportunities;Global (I am a citizen of the world)
1;Kenya;Africa;Eastern Africa;NA;Female;27-30;Kenya;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Male;27-30;United States;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Croatia;Europe;Southern Europe;EN;Male;27-30;Croatia;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;Poland;Europe;Eastern Europe;EN;Male;31-35;Poland;Full of opportunities;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;EN;Female;22-26;India;Full of struggles;Global (I am a citizen of the world)
1;Trinidad and Tobago;Americas;Caribbean;EN;Female;27-30;Trinidad and Tobago;Full of opportunities;Global (I am a citizen of the world)
1;Canada;Americas;Northern America;EN;Female;27-30;Canada;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Nigeria;Africa;Western Africa;EN;Male;22-26;Nigeria;Full of opportunities;None
1;Trinidad and Tobago;Americas;Caribbean;EN;Female;31-35;Trinidad and Tobago;Full of struggles;Global (I am a citizen of the world)
1;Trinidad and Tobago;Americas;Caribbean;EN;Female;22-26;Trinidad and Tobago;Full of opportunities;None
1;Croatia;Europe;Southern Europe;EN;Male;31-35;Croatia;Full of opportunities;Region (I am European / I am Asian)
1;Ecuador;Americas;South America;EN;Female;27-30;Ecuador;Full of opportunities;Global (I am a citizen of the world)
1;Aruba (Netherlands);Americas;Caribbean;EN;Female;31-35;Aruba (Netherlands);Full of opportunities;Global (I am a citizen of the world)
1;Croatia;Europe;Southern Europe;EN;Female;22-26;Croatia;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Trinidad and Tobago;Americas;Caribbean;EN;Female;22-26;Trinidad and Tobago;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Pakistan;Asia;Southern Asia;EN;Male;18-21;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Aruba (Netherlands);Americas;Caribbean;EN;Female;22-26;Aruba (Netherlands);Full of opportunities;Global (I am a citizen of the world)
1;Aruba (Netherlands);Americas;Caribbean;EN;Female;31-35;Aruba (Netherlands);Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Aruba (Netherlands);Americas;Caribbean;EN;Female;27-30;Aruba (Netherlands);Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;United States;Americas;Northern America;EN;Male;27-30;United States;Full of opportunities;Region (I am European / I am Asian)
1;India;Asia;Southern Asia;EN;Male;22-26;India;Full of opportunities;Global (I am a citizen of the world)
1;Kenya;Africa;Eastern Africa;EN;Female;27-30;Kenya;Full of opportunities;Region (I am European / I am Asian)
1;United States;Americas;Northern America;EN;Male;31-35;United States;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
1;India;Asia;Southern Asia;EN;Male;27-30;India;Full of struggles;Region (I am European / I am Asian)
1;United States;Americas;Northern America;EN;Male;27-30;United States;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Female;31-35;United States;Full of opportunities;Global (I am a citizen of the world)
1;Croatia;Europe;Southern Europe;EN;Female;22-26;Croatia;Full of struggles;Region (I am European / I am Asian)
1;New Zealand;Oceania;Australia and New Zealand;EN;Male;27-30;New Zealand;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;United States;Americas;Northern America;EN;Female;27-30;United States;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Female;22-26;United States;Full of struggles;None
1;United States;Americas;Northern America;EN;Female;31-35;United States;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Male;22-26;United States;Full of opportunities;Religion (I am Muslim / I am Christian)
1;United States;Americas;Northern America;EN;Female;22-26;United States;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Croatia;Europe;Southern Europe;EN;Male;22-26;Croatia;Full of opportunities;Global (I am a citizen of the world)
1;Aruba (Netherlands);Americas;Caribbean;EN;Female;27-30;Aruba (Netherlands);Full of opportunities;Global (I am a citizen of the world)
1;Philippines;Asia;South-Eastern Asia;NA;Male;27-30;Philippines;Full of opportunities;Global (I am a citizen of the world)
1;Philippines;Asia;South-Eastern Asia;EN;Male;22-26;Philippines;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;United States;Americas;Northern America;NA;Female;22-26;United States;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
1;Pakistan;Asia;Southern Asia;EN;Female;18-21;Pakistan;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Haiti;Americas;Caribbean;EN;Male;22-26;Haiti;Full of struggles;Global (I am a citizen of the world)
1;Philippines;Asia;South-Eastern Asia;NA;Female;18-21;United States;Full of opportunities;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;EN;Female;22-26;India;Full of struggles;None
1;Croatia;Europe;Southern Europe;EN;Female;27-30;Croatia;Full of struggles;Global (I am a citizen of the world)
1;Armenia;Asia;Western Asia;EN;Male;31-35;Canada;Full of opportunities;Global (I am a citizen of the world)
1;Croatia;Europe;Southern Europe;EN;Male;27-30;Croatia;Full of opportunities;Global (I am a citizen of the world)
1;Australia;Oceania;Australia and New Zealand;EN;Female;18-21;Australia;Full of opportunities;Region (I am European / I am Asian)
1;Croatia;Europe;Southern Europe;EN;Female;22-26;Croatia;Full of opportunities;Global (I am a citizen of the world)
1;Croatia;Europe;Southern Europe;EN;Female;22-26;Croatia;Full of opportunities;Region (I am European / I am Asian)
1;Philippines;Asia;South-Eastern Asia;EN;Male;22-26;United States;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Male;22-26;Pakistan;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;EN;Female;18-21;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Cyprus;Asia;Western Asia;EN;Female;27-30;Cyprus;Full of struggles;None
1;India;Asia;Southern Asia;EN;Female;22-26;India;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
1;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Mongolia;Asia;Eastern Asia;EN;Male;27-30;Mongolia;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Nigeria;Africa;Western Africa;EN;Female;22-26;Nigeria;Full of opportunities;Global (I am a citizen of the world)
1;Morocco;Africa;Northern Africa;EN;Female;22-26;Morocco;Full of opportunities;Global (I am a citizen of the world)
1;Nigeria;Africa;Western Africa;EN;Male;27-30;Nigeria;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Poland;Europe;Eastern Europe;EN;Female;31-35;Poland;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;India;Asia;Southern Asia;EN;Female;22-26;India;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Male;27-30;Pakistan;Full of opportunities;Religion (I am Muslim / I am Christian)
1;India;Asia;Southern Asia;EN;Female;22-26;India;Full of opportunities;Other
1;Pakistan;Asia;Southern Asia;EN;Male;22-26;Pakistan;Full of opportunities;Global (I am a citizen of the world)
1;Nigeria;Africa;Western Africa;EN;Male;27-30;Nigeria;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Nigeria;Africa;Western Africa;EN;Male;31-35;Nigeria;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Switzerland;Europe;Western Europe;EN;Male;22-26;United Kingdom;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Nigeria;Africa;Western Africa;EN;Female;27-30;Nigeria;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Italy;Europe;Southern Europe;EN;Female;31-35;Italy;Full of opportunities;Region (I am European / I am Asian)
1;Nigeria;Africa;Western Africa;EN;Male;31-35;Nigeria;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;EN;Male;31-35;Pakistan;Full of struggles;Global (I am a citizen of the world)
1;Croatia;Europe;Southern Europe;EN;Male;27-30;Croatia;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Female;31-35;Pakistan;Full of struggles;None
1;Nigeria;Africa;Western Africa;EN;Male;31-35;Nigeria;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Pakistan;Asia;Southern Asia;EN;Female;18-21;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Nigeria;Africa;Western Africa;EN;Male;27-30;Nigeria;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Male;27-30;Pakistan;Full of opportunities;Global (I am a citizen of the world)
1;Nigeria;Africa;Western Africa;EN;Female;22-26;Nigeria;Full of struggles;Other
1;Aruba (Netherlands);Americas;Caribbean;EN;Female;22-26;Aruba (Netherlands);Full of opportunities;Global (I am a citizen of the world)
1;Cyprus;Asia;Western Asia;EN;Female;27-30;Cyprus;Full of struggles;Global (I am a citizen of the world)
1;Nigeria;Africa;Western Africa;EN;Male;31-35;Nigeria;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Aruba (Netherlands);Americas;Caribbean;EN;Male;27-30;Aruba (Netherlands);Full of opportunities;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;EN;Female;22-26;India;Full of struggles;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of opportunities;Global (I am a citizen of the world)
1;South Africa;Africa;Southern Africa;EN;Female;31-35;South Africa;Full of opportunities;Global (I am a citizen of the world)
1;Indonesia;Asia;South-Eastern Asia;NA;Male;22-26;Indonesia;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Mongolia;Asia;Eastern Asia;EN;Female;22-26;Mongolia;Full of opportunities;None
1;Pakistan;Asia;Southern Asia;EN;Female;27-30;Pakistan;Full of struggles;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Male;18-21;Pakistan;Full of opportunities;Other
1;India;Asia;Southern Asia;EN;Male;31-35;India;Full of opportunities;Global (I am a citizen of the world)
1;Italy;Europe;Southern Europe;EN;Female;31-35;Italy;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Female;18-21;Pakistan;Full of struggles;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;EN;Male;31-35;India;Full of struggles;Ethnicity (I am Tutsi / I am Indigenous)
1;Canada;Americas;Northern America;EN;Male;31-35;Canada;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Italy;Europe;Southern Europe;EN;Male;27-30;Italy;Full of opportunities;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;NA;Female;27-30;India;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Mongolia;Asia;Eastern Asia;EN;Female;27-30;Mongolia;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Pakistan;Asia;Southern Asia;EN;Female;18-21;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;EN;Female;18-21;Pakistan;Full of struggles;Region (I am European / I am Asian)
1;Italy;Europe;Southern Europe;EN;Male;31-35;Italy;Full of struggles;Region (I am European / I am Asian)
1;India;Asia;Southern Asia;EN;Female;22-26;India;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Male;22-26;Pakistan;Full of opportunities;Region (I am European / I am Asian)
1;Aruba (Netherlands);Americas;Caribbean;EN;Male;22-26;Aruba (Netherlands);Full of opportunities;Religion (I am Muslim / I am Christian)
1;Italy;Europe;Southern Europe;EN;Male;27-30;Italy;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;India;Asia;Southern Asia;EN;Male;27-30;India;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;India;Asia;Southern Asia;EN;Male;18-21;India;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;India;Asia;Southern Asia;EN;Male;18-21;India;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Aruba (Netherlands);Americas;Caribbean;EN;Male;31-35;Aruba (Netherlands);Full of opportunities;Global (I am a citizen of the world)
1;Luxembourg;Europe;Western Europe;EN;Male;27-30;Luxembourg;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;United States;Americas;Northern America;EN;Male;22-26;India;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;United States;Americas;Northern America;EN;Male;27-30;United States;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;EN;Female;18-21;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;India;Asia;Southern Asia;EN;Female;31-35;India;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Cyprus;Asia;Western Asia;EN;Female;22-26;Cyprus;Full of struggles;Region (I am European / I am Asian)
1;Pakistan;Asia;Southern Asia;EN;Female;18-21;Pakistan;Full of opportunities;Global (I am a citizen of the world)
